#{"t_start": 1768573542.685528, "env_id": "BipedalWalker-v3"}
r,l,t
-118.102004,71,84.109865
-160.665053,632,133.333819
-104.086424,81,145.252078
-118.715407,624,254.197081
-143.909042,932,392.635292
84.620855,1100,557.925753
109.901351,756,668.607994
295.633393,944,818.381765
304.82521,858,990.115473
