#{"t_start": 1768573543.870222, "env_id": "BipedalWalker-v3"}
r,l,t
-98.175759,88,82.995059
-113.880372,62,83.232486
-101.167005,73,83.53915
-167.806459,1097,240.329908
-99.453364,86,252.704232
61.707796,1600,494.028293
-49.427266,300,535.224597
168.943506,1021,685.505169
295.047762,962,838.37024
