#{"t_start": 1768573542.048697, "env_id": "BipedalWalker-v3"}
r,l,t
-97.868998,74,84.759267
-102.754884,80,85.071267
-175.287216,1197,246.59263
-122.97565,93,260.755876
-123.226242,111,278.916131
-113.795512,105,293.389501
140.453183,1600,530.9055
-5.670043,392,591.535037
289.828162,1066,746.920248
299.714381,914,925.262671
