#{"t_start": 1768573544.0807757, "env_id": "BipedalWalker-v3"}
r,l,t
-102.28687,81,82.756786
-106.013334,88,83.105661
-77.635702,1600,305.469164
-121.402091,97,318.562944
249.897857,1600,560.33071
286.549666,1072,718.530921
298.082611,939,871.665838
