#{"t_start": 1768573543.9727535, "env_id": "BipedalWalker-v3"}
r,l,t
-177.49001,1399,251.63812
40.153975,1600,489.002696
-76.440538,168,516.445349
-94.772578,92,528.8399
293.052569,1013,678.066289
293.916301,957,829.668801
302.399968,870,1005.027375
