#{"t_start": 1768573542.9190245, "env_id": "BipedalWalker-v3"}
r,l,t
-107.717411,104,84.009022
-100.666011,90,84.371511
-163.385385,1170,247.519537
-126.854519,143,270.635598
-110.476339,118,287.955522
-117.519056,69,296.929486
143.892174,1600,534.554421
132.163009,951,675.30961
293.727509,972,829.08646
303.462536,861,1003.250336
