#{"t_start": 1768573544.1699371, "env_id": "BipedalWalker-v3"}
r,l,t
-127.508262,117,82.807751
-102.277919,63,83.062187
-130.867374,130,83.569445
-117.833967,201,99.412995
-51.638279,1600,358.515889
-56.141762,611,450.682463
82.822566,830,575.494018
292.012554,1004,721.304671
298.356264,914,869.617458
