#{"t_start": 1768573544.0212362, "env_id": "BipedalWalker-v3"}
r,l,t
-101.645909,176,83.193429
-104.849004,206,83.995308
-118.687627,72,90.384952
-134.453001,76,102.375412
-155.532078,805,242.383706
-116.325942,36,247.415323
100.043658,1600,484.926274
279.524109,1207,664.903049
294.055446,963,817.184215
305.183967,853,988.234011
