#{"t_start": 1768573544.151818, "env_id": "BipedalWalker-v3"}
r,l,t
-109.403913,50,82.54853
-103.134601,48,82.749384
-101.801228,70,83.028553
-111.706215,51,83.239939
-99.423684,76,83.527592
-96.786979,72,83.809003
-124.999151,132,97.147313
-125.989634,800,236.993962
-97.145602,1467,456.547015
281.942109,1151,626.898651
-8.953299,357,678.149053
295.525642,935,826.72385
305.179325,853,999.872034
