#{"t_start": 1768573544.146293, "env_id": "BipedalWalker-v3"}
r,l,t
-100.262049,102,82.773074
-102.102306,79,83.090858
-111.249078,54,83.308288
-120.932188,82,83.620744
-98.776316,84,83.95362
-124.493521,144,104.47808
-80.125148,1600,363.859025
-102.878873,752,474.442507
283.094419,1162,648.871276
293.776035,960,791.522445
304.668622,856,970.046186
