#{"t_start": 1768573544.1596608, "env_id": "BipedalWalker-v3"}
r,l,t
-172.771125,1390,250.178474
-114.208009,269,291.148391
-119.081446,78,301.240432
-81.41205,505,378.228492
52.488082,980,523.761001
291.956029,1025,674.336098
295.057047,935,822.949934
302.48311,876,999.323573
