#{"t_start": 1768573541.4999578, "env_id": "BipedalWalker-v3"}
r,l,t
-103.82343,71,85.295435
-114.543988,93,85.65774
-116.541793,87,86.019562
-109.893444,49,86.199207
-134.262067,237,105.923804
-128.847468,489,202.798073
-102.029767,297,243.111857
-99.998356,138,264.203962
-113.085996,132,285.26803
-129.148251,126,301.584232
7.260037,1108,467.513864
281.154273,1188,645.657318
293.630509,961,783.995777
303.793764,872,968.127587
