#{"t_start": 1768573544.1551058, "env_id": "BipedalWalker-v3"}
r,l,t
-104.226018,183,83.092585
-100.434352,81,83.415899
-100.854989,79,83.709493
-119.637508,155,96.997582
-150.259939,872,247.141012
-107.132174,75,258.826306
78.232579,1600,499.337342
286.011757,1110,661.700296
292.057243,990,817.585238
304.077505,869,993.376554
