iter	Logloss
787	0.3089919793
788	0.3089075919
789	0.3088161698
790	0.308703551
791	0.3085847979
792	0.3084174617
793	0.3083706865
794	0.3082199579
795	0.3081100581
796	0.307948965
797	0.3078629372
798	0.3077600591
799	0.3077255378
800	0.3076477273
801	0.3075443501
802	0.3074650467
803	0.3073347347
804	0.3072615276
805	0.3071720271
806	0.3070958699
807	0.3069969064
808	0.3068468417
809	0.3067734438
810	0.306668945
811	0.3065463988
812	0.30640355
813	0.3062606021
814	0.3061058966
815	0.3059728035
816	0.3058981648
817	0.3057732476
818	0.3056744893
819	0.3055755794
820	0.3055065043
821	0.3054321304
822	0.3053164887
823	0.3052079853
824	0.3051374646
825	0.3050250156
826	0.3049471113
827	0.3048452476
828	0.3047627346
829	0.3047108782
830	0.3046097957
831	0.304520018
832	0.3044146536
833	0.3043153651
834	0.3042207268
835	0.3040637658
836	0.3040361164
837	0.3039396161
838	0.3038245478
839	0.3037403495
840	0.3036621332
841	0.3035881099
842	0.3034720026
843	0.3033856909
844	0.3033078523
845	0.3032414021
846	0.30322109
847	0.3031434149
848	0.3030026148
849	0.3028589529
850	0.3027805786
851	0.3026701656
852	0.3026305846
853	0.3024464515
854	0.3023290529
855	0.302215737
856	0.3021306042
857	0.3020017257
858	0.3019268536
859	0.3018516101
860	0.3017560996
861	0.3016460282
862	0.3015764546
863	0.3014676839
864	0.3014105027
865	0.3013007478
866	0.3011239025
867	0.3010073683
868	0.3009290673
869	0.3008065379
870	0.3007282597
871	0.3006202885
872	0.3005064729
873	0.3004371264
874	0.3003589288
875	0.3002868294
876	0.300174441
877	0.3001061303
878	0.3000385438
879	0.2999775266
880	0.2998683873
881	0.2997496618
882	0.2996555547
883	0.2995355994
884	0.2993972636
885	0.2992931167
886	0.2991965735
887	0.2990809104
888	0.2990063929
889	0.2988958071
890	0.2988093676
891	0.2986858577
892	0.2985567021
893	0.2984689758
894	0.298385327
895	0.2982854843
896	0.2981656597
897	0.2980788937
898	0.2979272658
899	0.2978390597
900	0.297734934
901	0.2975669872
902	0.2974553642
903	0.2972944044
904	0.2971731245
905	0.2970894613
906	0.2970193081
907	0.2969571418
908	0.2968482484
909	0.2967867952
910	0.2967164035
911	0.296622891
912	0.2965594587
913	0.2964768568
914	0.2963569607
915	0.2962168039
916	0.2961111709
917	0.2960268793
918	0.2959262437
919	0.2958311654
920	0.2957315837
921	0.2956103778
922	0.2955517065
923	0.2954224508
924	0.2953376529
925	0.2952560695
926	0.295194335
927	0.2951019115
928	0.2950660673
929	0.2949761723
930	0.2948537731
931	0.2947675223
932	0.2946004297
933	0.2945027463
934	0.2944319301
935	0.2943236073
936	0.2942345655
937	0.2941221083
938	0.2940359599
939	0.2939541907
940	0.2938712029
941	0.2937694387
942	0.2937025931
943	0.2935782061
944	0.2934801109
945	0.2933578544
946	0.2932844995
947	0.2931912167
948	0.2930989422
949	0.2930319251
950	0.2930019197
951	0.2929203106
952	0.2928043807
953	0.2927244905
954	0.2926868464
955	0.2925735968
956	0.2924867374
957	0.2924153343
958	0.2923106353
959	0.2921615513
960	0.2920729631
961	0.2919735438
962	0.2918831233
963	0.2917650047
964	0.2916825383
965	0.291527261
966	0.291403804
967	0.2913133771
968	0.2912193854
969	0.2910722378
970	0.2909952834
971	0.2909036166
972	0.2908329357
973	0.2907285021
974	0.2906531154
975	0.2905069498
976	0.2904222481
977	0.2903560091
978	0.2903121187
979	0.2902307263
980	0.2901243796
981	0.2900427787
982	0.289950632
983	0.2898276242
984	0.2897144588
985	0.2896443798
986	0.2895200059
987	0.2893610845
988	0.289277129
989	0.289213712
990	0.2891498521
991	0.2889994334
992	0.2888753469
993	0.2887882454
994	0.2886927218
995	0.2886222701
996	0.2885015277
997	0.288477971
998	0.2883749554
999	0.2882755093
